tests.pattern_engine.test_pattern_db_shared_root_guard | test_explicit_allow_shared_root_override_bypasses_the_guard | AssertionError: assert '/data/patterns.db' == '/home/runner...\\patterns.db'
tests.test_refusal_reaches_every_surface | test_every_key_a_member_facing_router_emits_is_read_by_code[calendar enrichment] | AssertionError: census failed: node:internal/modules/cjs/loader:1430
tests.test_refusal_reaches_every_surface | test_every_key_a_member_facing_router_emits_is_read_by_code[research expected-move] | AssertionError: census failed: node:internal/modules/cjs/loader:1430
tests.test_render_token_never_logged | test_scrub_removes_a_token_from_a_real_playwright_error | ModuleNotFoundError: No module named 'edge_scope'
tests.test_scan_definition | test_the_scan_identity_IS_the_astHash_and_compute_fn_IS_that_hash | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_the_python_handle_IS_the_one_the_BROWSER_computed | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_a_stored_compute_fn_that_DISAGREES_with_its_tree_is_refused | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_a_scan_must_be_a_0_1_TREE_and_the_whole_parsed_corpus_agrees | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_a_passthrough_needs_EVERY_arm_to_be_bool_not_merely_one | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_a_definition_that_is_not_on_the_ast_lane_is_refused_at_gate_kind | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_a_NON_CANONICAL_tree_is_refused_at_gate_tree_and_not_silently_classified | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_definition | test_assert_scannable_hands_back_the_handle_and_the_SCALARS_the_tree_reads | failed on setup with "tests.test_scan_definition.LaneUnavailable: the JS lane exited 1:
tests.test_scan_screener_auth | test_a_PAID_member_still_gets_200_on_EVERY_route | TypeError: stub_services.<locals>.<lambda>() got an unexpected keyword argument 'user'
tests.test_scan_screener_auth | test_an_ADMIN_gets_200_everywhere_including_the_refresh_route | TypeError: stub_services.<locals>.<lambda>() got an unexpected keyword argument 'user'
tests.test_scan_screener_auth | test_a_TRIAL_member_is_treated_as_paid | TypeError: stub_services.<locals>.<lambda>() got an unexpected keyword argument 'user'
tests.test_screener_lane_parity | test_the_two_lanes_agree_on_every_screener_column | tools.ast_conformance.LaneUnavailable: the JS lane exited 1:
tests.test_screener_lane_parity | test_the_comparison_can_actually_fail | tools.ast_conformance.LaneUnavailable: the JS lane exited 1:
tests.test_screener_wave2_analyst_store | test_fetch_one_all_four_legs_answer | AssertionError: assert None == {'consensus': 'Buy', 'downgrades_30d': 1, 'eps_next_y_growth': 50.0, 'pt_target': 200.0, ...}
tests.test_screener_wave2_analyst_store | test_fetch_one_pt_target_falls_back_to_median | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_a_raising_leg_nulls_only_its_slice | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_zero_total_consensus_refused_but_other_legs_survive | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_negative_base_growth_is_refused | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_growth_needs_two_distinct_fiscal_years | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_growth_pairs_current_and_next_fy_not_the_payload_edges | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_30day_window_is_boundary_inclusive | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_analyst_store | test_fetch_one_30day_window_only_counts_upgrade_downgrade_actions | TypeError: 'NoneType' object is not subscriptable
tests.test_screener_wave2_earnings_dates | test_run_pull_earliest_future_date_wins_and_receipt_rows_is_deduped_union | assert 84 == 0
tests.test_screener_wave2_earnings_dates | test_run_pull_malformed_rows_are_skipped_not_fatal | AssertionError: assert {} == {'GOOD': {'da...sion': 'tbd'}}
tests.test_screener_wave2_earnings_dates | test_run_pull_flags_a_chunk_at_the_fmp_row_cap_but_keeps_its_rows | AssertionError: assert [] == ['2026-08-27']
tests.test_screener_wave2_earnings_dates | test_run_pull_et_evening_does_not_discard_a_report_dated_todays_et_date | AssertionError: assert 'TODAYREP' in {}
tests.test_shared_data_root_guard | test_the_screener_default_would_still_name_the_live_database | AssertionError: expected the un-pinned resolution to name the shared root, got './data/screener.db'
tests.test_shared_data_root_guard | test_each_newly_pinned_path_still_resolves_to_ITS_OLD_LITERAL_when_unset | AssertionError: an override CHANGED THE PRODUCTION DEFAULT — with nothing set the product must resolve exactly what the bare literal did:
tests.test_shared_state_landmines | test_no_test_module_binds_into_sys_modules_at_import_time | AssertionError: import-time sys.modules bind(s) — install AND remove it in a fixture, or delete the stub if the reason for it has expired:
tests.test_spa_head_reachability | test_the_spa_catch_all_answers_head_as_well_as_get | AssertionError: the SPA catch-all route is gone -- this rail is pointing at nothing
tests.test_starter_library | test_a_reason_citing_a_MISSING_column_names_one_the_table_ACTUALLY_lacks | tests.test_starter_library.LaneUnavailable: the JS lane exited 1:
tests.test_starter_library | test_the_TWO_LANES_agree_on_the_TREE_the_HASH_and_the_READ_BACK | failed on setup with "tests.test_starter_library.LaneUnavailable: the JS lane exited 1:
tests.test_ticker_explain.TestRoute | test_requires_auth | assert 200 == 401
tests.test_ticker_logos | test_fmp_profile_row_parses_list_of_one_shape | AssertionError: assert None == {'companyName': 'Apple Inc.', 'sector': 'Technology'}
tests.test_ticker_logos | test_fmp_profile_row_parses_bare_dict_shape | AssertionError: assert None == {'companyName': 'Apple Inc.'}
tests.test_ticker_logos | test_finnhub_logo_bytes_uses_fmp_image_when_present_and_skips_finnhub | AssertionError: assert None == b'\x89PNG\r\n\x1a\nfmp-logo'
tests.test_ticker_logos | test_finnhub_logo_bytes_fmp_5xx_marks_transient_then_finnhub_still_tried | assert False is True
tests.test_ticker_logos | test_run_hires_upgrade_recaches_existing | KeyError: 'total'
tests.test_ticker_meta | test_fmp_is_tried_before_finnhub_and_finnhub_skipped_on_fmp_hit | AssertionError: assert {'exchange': ...r': None, ...} == {'exchange': ...hnology', ...}
tests.test_ticker_meta | test_fmp_field_mapping_happy_path | AssertionError: assert None == 'Apple Inc.'
tests.test_ticker_meta | test_fmp_market_cap_unit_conversion_asserts_magnitude | assert None == 4567767.716 ± 4.6e-03
tests.test_ticker_meta | test_fmp_missing_marketcap_key_entirely_yields_none | AssertionError: assert None == 'No Cap Co'
tests.test_ticker_meta | test_fmp_partial_then_finnhub_fills_remainder | AssertionError: assert {'exchange': ...r': None, ...} == {'exchange': ...hnology', ...}
tests.test_two_engines_do_not_agree | test_the_shipped_thresholds_have_not_moved | AssertionError: these thresholds changed since the agreement table was measured:
tests.test_user_definition_edit_forget | test_an_EDIT_changes_what_the_next_evaluation_COMPUTES | api.services.alert_user_series.AdmissionRefused: u_beef0123cafe: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_edit_forget | test_the_CLOSED_lane_moves_with_the_edit_too | api.services.alert_user_series.AdmissionRefused: u_beef0123cafe: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_edit_forget | test_a_save_that_does_NOT_bump_rev_still_drops_the_captured_definition | api.services.alert_user_series.AdmissionRefused: u_beef0123cafe: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_edit_forget | test_a_BYTE_IDENTICAL_re_save_does_NOT_drop_the_admission | api.services.alert_user_series.AdmissionRefused: u_beef0123cafe: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_edit_forget | test_an_armed_alert_does_not_go_QUIET_across_the_edit | api.services.alert_user_series.AdmissionRefused: u_beef0123cafe: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_an_EDIT_makes_the_ARMED_ALERT_evaluate_the_NEW_maths_and_the_OLD_VALUE_IS_ABSENT[forming] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_an_EDIT_makes_the_ARMED_ALERT_evaluate_the_NEW_maths_and_the_OLD_VALUE_IS_ABSENT[closed] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_a_REV_BUMP_RE_ENTERS_the_1e_9_proof_ON_THE_NEW_TREE | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_a_RESTART_re_proves_too_because_the_RECEIPT_is_per_process | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_a_LANE_THAT_CANNOT_RUN_REFUSES_and_the_gate_is_NAMED | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_LANES_THAT_DISAGREE_refuse_the_edited_tree_rather_than_serving_it | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_REFUSAL_IS_ATTRIBUTABLE_where_a_quiet_never_is | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_a_PREFILL_CANNOT_MINT_AN_ADMISSION | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_first_cycle_after_a_USER_EDIT_is_QUIET_and_the_second_CORRECT[forming] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_first_cycle_after_a_USER_EDIT_is_QUIET_and_the_second_CORRECT[closed] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_QUIET_STOPS_when_the_SUPPRESSION_IS_DELETED[forming] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_QUIET_STOPS_when_the_SUPPRESSION_IS_DELETED[closed] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_quiet_is_not_the_WRONG_DOOR[forming] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_quiet_is_not_the_WRONG_DOOR[closed] | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_an_EDIT_THAT_FAILS_A_GATE_is_refused_AND_THE_OLD_VERSION_KEEPS_WORKING | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_the_REPROOF_costs_ONE_subprocess_per_MISS_and_none_per_cycle | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definition_reproof | test_NaN_never_reaches_the_alert_lane_from_a_re_proven_column | api.services.alert_user_series.AdmissionRefused: u_0123456789ab: the lanes could not be compared (LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions | test_a_definition_does_NOT_live_in_chart_settings_and_here_is_the_proof | failed on setup with "tests.test_user_definitions.LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions | test_the_python_ast_hash_IS_the_js_one | failed on setup with "tests.test_user_definitions.LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions | test_the_two_traps_the_obvious_python_implementation_falls_into | failed on setup with "tests.test_user_definitions.LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions | test_the_user_namespace_cannot_collide_with_a_SHIPPED_definition | failed on setup with "tests.test_user_definitions.LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions_auth | test_the_owner_ruling_is_carried_as_a_TIER_and_the_ast_lane_is_premium | failed on setup with "tests.test_user_definitions_auth.LaneUnavailable: the JS lane exited 1:
tests.test_user_definitions_auth | test_the_free_tier_is_EXACTLY_the_sixteen_natives_and_that_is_the_OWNER_QUESTION | failed on setup with "tests.test_user_definitions_auth.LaneUnavailable: the JS lane exited 1:
tests.test_web_capture_coverage.TestCoverageInTheEnvelope | test_a_web_passage_page_carries_selected_passage_only | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCoverageInTheEnvelope | test_a_web_reference_carries_metadata_only | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCoverageInTheEnvelope | test_a_PDF_page_still_carries_document_complete | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCoverageInTheEnvelope | test_a_row_with_NO_capture_type_is_treated_as_a_pre_wave_L_pdf | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCoverageInTheEnvelope | test_selected_passage_only_can_NEVER_map_to_document_complete | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestAdversarialCoverage | test_a_reference_only_capture_offers_NO_body_text_to_answer_from | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCitationTruthfulness | test_a_web_capture_is_labelled_a_CAPTURED_PASSAGE_not_a_page | KeyError: 'text_origin'
tests.test_web_capture_coverage.TestCitationTruthfulness | test_a_PDF_page_STILL_says_p_N | KeyError: 'text_origin'
tests.test_wisdom_extract_tools | test_tools_refuse_paths_inside_the_shared_data_root | AssertionError: assert (False)
tests.test_yf_guard_binds | test_every_yfinance_module_has_a_binding_proof_or_a_named_reason | AssertionError: these modules reach yfinance and have no binding proof:
